zakaznik_id;datum_nakupu;castka
CZ1485;14.04.2024;773,34
CZ1409;2023-12-23;2373,61
CZ1147;2024-06-13;365,69
CZ1118;2024-07-07;1577,56
CZ1474;2024-06-29;3472,47
CZ1278;2023-08-10;1341,58
CZ1098;2024-04-05;2287,31
CZ1404;2026-01-15;499,18
CZ1368;2024-09-07;2559,8
CZ1175;2023-07-21;2949,73
CZ1285;2023-05-06;2183,49
CZ1001;2024-07-14;1093,98
CZ1116;2024-05-29;1435,2
CZ1289;2023-09-20;1127,03
CZ1490;2024-05-31;343,17
CZ1066;2024-02-05;1874,82
CZ1003;2024-07-05;2295,54
CZ1218;2024-04-20;3287,25
CZ1440;2023-07-22;391,91
CZ1447;2024-01-02;2557,19
CZ1267;2023-11-08;-139,76
CZ1132;2023-06-11;2310,94
CZ1385;2023-07-27;596,49
CZ1413;2023-05-28;1111,37
CZ1407;2024-01-02;3360,22
CZ1226;2024-09-23;2879,67
CZ1357;2023-08-26;1630,63
CZ1146;2023-08-14;2348,02
1091;2023-09-15;728,24
CZ1434;2024-09-11;2386,65
CZ1101;2023-04-29;1202,36
CZ1446;2024-05-24;3179,64
CZ1363;2024-09-06;1615,66
CZ1110;2024-06-23;3015,4
CZ1166;2024-01-13;489,51
;2023-07-05;991,66
CZ1196;2023-07-29;3457,61
CZ1365;2024-01-11;980,73
CZ1004;2023-07-24;2261,29
CZ1191;2024-01-23;2477,73
CZ1113;2024-05-10;3488,79
CZ1482;2024-01-27;1744,21
CZ1455;2024-09-08;2435,04
CZ1111;2023-07-29;2694,4
CZ1240;2023-09-19;2604,28
CZ1390;2023-05-11;3376,09
CZ1365;2023-10-23;470,03
CZ1337;2024-01-13;1849,98
CZ1329;2024-08-24;879,51
CZ1454;2024-06-29;1443
CZ1492;2023-12-08;564,83
CZ1207;2024-05-17;2217,49
CZ1159;2023-06-19;2049,22
CZ1093;2023-10-21;2363,03
CZ1334;2024-09-13;2067,12
CZ1357;2024-04-08;654,27
CZ1103;2024-02-08;571,38
CZ1165;2023-11-20;988,71
CZ1236;2024-08-15;2208
CZ1463;2023-07-28;2872,13
CZ1075;2023-07-07;1677,01
CZ1291;2024-03-06;2989,77
CZ1260;2023-08-12;3245,17
CZ1434;2023-12-02;794,29
CZ1182;2023-09-28;2950,73
CZ1375;2023-12-27;421,11
CZ1166;2024-02-13;2578,14
CZ1274;2023-02-07;3296,91
CZ1042;2024-02-09;850,21
CZ1143;2023-07-15;347,07
CZ1229;2023-09-03;344,63
CZ1465;2023-04-05;420,01
CZ1049;2024-06-22;2646,93
CZ1412;2023-10-05;2069,45
CZ1239;2023-02-15;1523,94
CZ1078;2024-05-13;2132,22
CZ1209;2023-11-15;1282,23
CZ1141;2023-08-03;1072,35
CZ1469;2023-07-23;1037,45
CZ1369;2024-09-30;345,98
CZ1388;2024-05-12;2905,48
CZ1447;2023-10-19;2132,71
CZ1461;2023-04-12;0
CZ1122;2024-01-06;1417,22
CZ1179;2023-07-13;1005,23
CZ1476;2024-02-24;2750,17
CZ1376;2024-03-07;1753,7
CZ1065;2023-06-15;2982,45
CZ1291;01.11.2023;471,05
CZ1394;2024-03-01;2582,15
CZ1355;2024-08-01;1754,4
CZ1129;2024-01-20;1236,26
CZ1356;2023-06-25;371,84
CZ1471;2024-03-01;2892,26
CZ1176;2023-07-20;2805,87
CZ1131;2023-12-15;934,72
CZ1241;2024-09-30;2119,97
CZ1499;2023-02-12;2027,98
CZ1481;2023-09-28;2590,67
CZ1472;2024-04-24;3269,92
CZ1394;2024-07-05;659,27
CZ1205;2023-10-06;1698,58
CZ1024;2023-04-05;419,3
CZ1105;2023-05-13;914,59
CZ1059;2023-05-09;779,63
CZ1292;2023-10-08;1047,14
CZ1203;2023-06-23;620,43
CZ1449;2023-06-03;2527,22
CZ1225;2023-09-06;1189,22
CZ1211;2023-08-30;653,29
CZ1483;2024-08-09;2750,72
CZ1449;2023-01-10;2515,04
CZ1493;2024-05-10;1907,8
CZ1189;2024-02-23;310,31
CZ1217;2024-08-16;2764,66
CZ1207;2023-10-03;2917,52
CZ1122;2023-03-18;1716,62
CZ1189;2023-09-06;1447,62
CZ1029;2024-07-28;2005,38
CZ1460;2023-07-24;3344,41
CZ1320;2024-05-23;3250,43
CZ1006;2024-02-24;435,48
CZ1162;2024-04-19;789,71
CZ1273;2023-09-11;2889,36
CZ1045;2024-03-04;2587,14
CZ1370;2024-08-16;503,09
CZ1107;2023-04-20;1674,09
CZ1199;2024-04-16;2192,41
CZ1456;2023-02-12;1249,94
CZ1472;2024-07-30;2494,56
CZ1068;2023-10-05;2052,52
CZ1488;2024-04-16;
CZ1466;2024-07-26;3261,97
CZ1134;2024-09-03;1127,69
CZ1440;2023-12-26;449,97
CZ1272;2024-03-28;1402,96
CZ1422;2024-06-28;2173,76
CZ1181;2023-07-20;1953,61
CZ1308;2023-09-23;1360,89
CZ1481;2024-05-28;2716,65
CZ1119;2023-04-01;640,3
CZ1085;2023-08-10;905,79
CZ1222;2024-06-11;931,91
CZ1103;2023-03-11;1194,3
CZ1102;2023-08-29;2009,67
CZ1167;2023-02-27;1805,31
CZ1084;2024-08-01;904,08
CZ1069;2023-01-19;3303,24
CZ1060;2023-08-26;2732,77
CZ1072;2024-03-21;3318,54
CZ1222;2024-06-10;466,2
CZ1331;2024-08-08;1417,72
CZ1087;2023-04-27;1544,56
CZ1409;2023-06-30;1612,24
CZ1427;2024-08-11;3301,67
CZ1327;2024-03-20;2572,38
CZ1393;2023-09-15;3151,34
CZ1474;2023-06-30;2086,56
CZ1406;2023-09-18;1594,87
CZ1077;2023-12-16;1829,15
CZ1034;2024-07-08;1134,15
CZ1199;2025-09-22;889,19
CZ1260;2023-02-16;800,38
CZ1380;2023-07-07;3372,92
CZ1196;2023-01-24;795,78
CZ1074;2023-11-04;3115,51
CZ1418;2024-08-29;3181,7
CZ1456;2023-05-25;2970,2
CZ1220;2024-03-25;1052,61
CZ1296;2024-09-13;1414,63
CZ1143;2023-09-30;2616,8
CZ1240;2024-01-21;2004,17
CZ1120;2023-09-10;2564,84
CZ1349;2024-05-28;2942
CZ1034;2023-07-17;2436,01
CZ1433;2024-09-26;1846,7
CZ1495;2023-11-19;2625,92
CZ1115;2024-01-01;908,04
CZ1221;2024-08-22;2409,42
