zakaznik_id;datum_nakupu;castka
SK1030;2023-07-04;88,63
SK1083;2023-11-02;139,72
SK1137;2024-06-24;61,66
SK1152;2023-06-27;14,56
SK1375;2024-09-21;121,47
SK1012;2023-10-18;78,17
SK1189;2024-01-16;82,52
SK1451;2024-05-11;137,04
SK1101;2023-09-21;88,26
SK1346;2024-06-24;104,63
SK1368;2023-08-19;55,56
SK1220;2024-01-14;17,97
SK1261;2023-05-09;37,16
SK1074;2023-12-23;123,92
SK1093;2024-08-05;63,69
SK1385;2024-01-07;43,83
SK1067;2024-08-05;18,2
SK1096;2024-07-28;77,71
SK1462;2023-07-10;39,3
SK1463;2023-10-25;65,51
SK1440;2023-05-21;98,81
SK1089;2024-08-21;88,68
SK1072;2024-01-06;78,88
SK1421;2023-07-03;32,28
SK1305;2023-11-16;102,74
SK1226;2024-04-29;111,06
SK1345;2024-08-08;104,44
SK1007;2023-09-28;33,86
SK1355;2023-09-26;139,6
SK1106;2023-02-27;29,5
SK1463;2023-08-02;41,16
SK1058;2023-06-24;60,18
SK1059;2024-03-09;87,48
SK1392;2024-09-11;78,88
SK1498;2023-12-18;46,83
SK1498;2024-04-21;78,6
SK1079;2024-02-04;69,16
SK1411;2024-08-30;73,18
SK1248;2023-03-04;
SK1022;2023-05-10;74,64
SK1455;2023-12-25;69,93
SK1044;2024-07-06;135,03
SK1031;2023-12-27;103,49
SK1036;2024-08-16;14,39
SK1378;2024-01-05;60,85
SK1480;2023-11-26;109,11
SK1244;2024-01-10;60,33
SK1387;2024-03-07;46,85
SK1390;2023-12-02;89,07
SK1493;2023-08-02;75,62
SK1438;2024-08-19;88,86
 SK1418;2023-07-23;381,99
SK1412;2023-07-05;32,33
SK1057;2024-06-21;57,31
SK1466;2024-03-29;82,26
SK1137;2024-01-14;86,89
SK1275;2023-06-18;26,61
SK1249;2023-04-27;110,38
SK1284;2023-08-01;131,43
SK1460;2024-02-01;109,78
SK1260;2024-04-08;74,58
SK1241;2023-11-13;85,78
SK1164;2024-03-13;58,35
SK1397;2023-12-17;112,72
SK1155;2024-04-11;124,12
SK1090;2023-08-12;17,11
SK1337;2023-09-02;110,44
SK1158;2024-09-03;74,8
SK1099;2023-06-30;134,29
SK1201;2024-03-03;49,45
SK1468;2024-07-02;126,95
SK1085;2024-06-06;26,8
SK1321;2024-02-05;34,79
SK1195;2024-05-03;30,11
SK1423;2024-03-13;93,82
SK1477;2023-12-12;80,52
SK1154;2024-03-28;122,94
SK1021;2023-08-16;87,08
SK1150;2024-01-26;48,57
SK1496;2023-01-14;0
SK1052;2023-06-19;118,11
SK1065;2023-08-21;89,46
SK1192;2024-06-17;66,98
SK1066;2024-03-25;51,11
SK1333;2024-02-20;58,11
SK1360;2023-12-31;47,55
SK1386;2023-12-12;30,57
SK1137;2023-12-20;
SK1452;2024-01-15;46,41
SK1300;2023-04-05;68,06
SK1120;2023-03-07;78,84
SK1059;2024-08-04;85,99
SK1322;2023-01-03;128,06
SK1180;2024-09-03;32
SK1237;2023-10-28;118,64
SK1283;2024-01-30;80,15
SK1469;2023-12-18;65,09
SK1273;2023-06-24;114,27
SK1372;2024-01-05;72,38
SK1011;2024-06-30;103,27
SK1274;2023-10-16;47,12
SK1152;2023-10-05;96,15
